,1_sorry_end,2_ignore_diff,3_begin_correct,4_contact,5_special_time,6_no_home_time,7_2_strangers,8_enjoy_holiday,9_enjoy_travel,10_common_goals,11_harmony,12_freeom_value,13_entertain,14_people_goals,15_dreams,16_love,17_happy,18_marriage,19_roles,20_trust,21_likes,22_care_sick,23_fav_food,24_stresses,25_inner_world,26_anxieties,27_current_stress,28_hopes_wishes,29_know_well,30_friends_social,31_aggro_argue,32_always_never,33_negative_personality,34_offensive_expressions,35_insult,36_humiliate,37_not_calm,38_hate_subjects,39_sudden_discussion,40_idk_what's_going_on,41_calm_breaks,42_argue_then_leave,43_silent_for_calm,44_good_to_leave_home,45_silence_instead_of_discussion,46_silence_for_harm,47_silence_fear_anger,48_i'm_right,49_accusations,50_i'm_not_guilty,51_i'm_not_wrong,52_no_hesitancy_inadequate,53_you're_inadequate,54_incompetence,55_divorce_y_n
4098,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,1,1,1,2,2,1,2,1,1,1,0
4099,4,4,3,4,4,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,2,3,2,3,4,4,1
4100,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,2,1,2,1,1,2,2,1,2,0
4101,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,2,2,2,1,0
4102,4,4,4,3,3,1,1,3,2,2,3,3,3,3,2,1,3,3,3,3,3,2,3,3,3,3,2,2,3,3,4,4,3,3,4,4,4,3,4,4,4,2,4,3,3,4,4,4,4,4,3,4,4,4,1
4103,2,2,3,2,3,1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,3,2,4,2,2,2,2,2,2,2,2,4,3,2,4,3,2,0
4104,2,2,2,2,3,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,3,2,4,4,3,3,3,3,3,3,2,2,0
4105,2,3,2,1,2,1,1,2,2,2,3,3,4,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,2,4,3,3,3,3,3,3,4,4,3,2,3,4,2,4,2,4,3,3,3,4,4,2,1
4106,3,1,2,2,2,1,1,3,2,2,2,2,3,2,2,2,3,2,3,2,2,3,3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,3,2,0
4107,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,2,2,2,0
4108,3,1,3,2,3,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,3,4,3,4,3,4,2,2,2,3,2,1,2,0
4109,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,0
4110,3,3,1,3,3,2,2,2,2,3,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,4,3,4,4,4,3,3,3,3,3,4,2,1
4111,4,2,3,3,3,1,2,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,1,3,3,4,3,3,3,4,2,3,3,3,3,2,3,3,2,3,3,2,2,2,2,0
4112,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0
4113,2,3,3,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,3,2,3,2,2,1,1,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,4,4,3,2,1,2,0
4114,1,2,2,1,3,2,1,2,2,2,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,4,3,3,3,3,3,4,4,2,4,3,4,4,4,3,4,4,3,4,3,1
4115,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,1,0
4116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,0
4117,3,2,2,2,4,1,1,3,2,3,3,3,4,2,2,3,3,3,3,3,1,2,3,2,3,2,2,1,3,2,2,3,3,3,2,3,3,3,2,3,2,4,4,3,4,4,4,3,3,3,3,3,3,3,1
4118,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,1,2,1,1,1,1,0
4119,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,3,2,2,2,3,2,1,2,1,2,0
4120,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,0
4121,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,0
4122,1,3,2,1,1,2,1,3,2,2,2,4,2,3,2,2,2,3,2,2,2,2,1,3,2,3,2,2,2,2,2,3,3,2,1,3,2,2,2,2,3,4,3,3,2,4,3,3,4,4,3,4,4,4,1
4123,2,3,2,2,2,2,1,2,3,3,2,3,3,3,3,3,3,3,3,3,2,1,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,4,3,4,3,3,3,3,2,3,3,2,2,2,2,1
4125,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,3,3,2,3,2,2,4,2,4,4,2,3,2,2,3,3,3,2,0
4126,4,2,4,2,2,1,1,3,2,2,3,3,4,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,3,2,3,3,4,3,2,3,3,4,3,3,3,3,3,2,0
4127,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,4,2,1,2,2,2,2,2,3,3,2,3,1,3,1,4,2,4,3,2,3,2,2,1,0
4128,4,4,3,4,4,1,1,3,4,4,3,2,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,1
4129,2,1,2,1,1,2,3,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,0
4130,3,2,2,2,3,2,1,2,2,2,3,3,4,2,2,2,3,2,3,2,3,2,3,3,4,3,2,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,1
4131,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,3,1,1,1,0
4132,3,3,4,3,3,2,2,2,4,3,3,3,3,3,4,3,3,3,3,3,3,1,3,2,3,2,3,2,2,2,3,2,2,2,2,2,4,3,2,3,3,3,2,3,3,2,2,2,4,4,3,2,2,2,1
4133,1,2,2,1,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,3,3,2,3,3,3,3,3,1,3,3,2,4,2,2,3,4,4,3,1
4134,4,3,4,4,3,1,1,2,3,4,3,2,3,3,2,3,3,3,3,3,2,3,4,3,2,2,2,4,3,2,3,4,2,3,3,4,4,3,4,4,3,1,2,4,3,3,3,4,4,4,2,4,3,1,1
4135,3,2,2,3,2,1,2,2,2,2,2,2,2,3,1,1,2,3,2,3,1,1,3,3,2,2,1,2,2,3,2,1,1,1,2,1,2,1,3,3,2,1,3,1,3,1,1,1,2,2,1,1,1,1,0
4136,3,2,3,3,4,2,1,1,2,2,2,1,3,1,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,3,3,3,3,4,3,4,3,3,3,2,3,4,1,3,2,3,3,3,3,3,4,2,2,0
4137,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,3,2,3,2,3,4,3,3,3,3,3,3,3,4,3,3,2,1,4,2,2,2,4,2,2,3,2,4,2,1
4138,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,2,3,1,3,2,2,2,2,2,3,1,1,2,1,2,1,0
4139,1,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,3,1,3,2,1,1,3,1,2,1,1,1,2,3,1,0
4140,2,2,2,3,1,2,2,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,4,3,2,3,2,3,2,3,2,3,3,3,1,4,2,4,3,3,4,3,3,3,3,2,1
4141,2,3,2,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,3,2,3,3,3,3,2,4,2,3,3,4,4,3,1
4142,3,4,3,2,4,2,1,3,3,3,3,3,4,4,2,3,4,3,3,4,3,3,3,4,4,3,3,2,3,3,3,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
4143,2,1,1,4,2,3,1,1,2,3,2,2,2,1,2,3,2,1,2,1,1,2,2,1,2,1,1,3,1,1,1,2,2,2,3,2,2,2,1,2,2,3,3,3,2,2,2,2,2,1,3,2,3,2,1
4144,2,3,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,3,2,3,3,4,2,3,2,1,4,4,2,2,4,3,2,4,3,3,0
4145,3,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,3,3,2,1,2,0
4146,4,3,3,3,3,2,1,3,3,3,4,4,3,4,3,3,4,4,4,4,3,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,3,4,4,4,3,4,4,4,1
4147,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,2,1,1,1,1,1,2,1,1,1,0
4148,2,2,3,3,2,1,1,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,4,4,3,4,3,3,3,3,2,4,3,3,4,4,3,4,4,3,4,3,3,4,2,2,1
4149,4,3,2,3,3,2,2,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,4,3,3,2,2,1,2,2,1,3,3,3,2,2,2,4,1
4150,2,1,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,4,3,2,3,3,3,3,2,3,3,3,2,2,3,2,0
4151,3,2,4,4,3,1,2,2,2,4,3,2,3,2,3,4,3,3,3,3,2,2,2,2,3,2,3,3,2,2,3,4,3,3,2,3,4,3,2,4,2,2,3,4,2,2,3,3,3,4,3,2,1,2,1
4152,1,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,3,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,4,3,2,2,3,3,2,4,3,2,0
4153,4,2,3,3,3,1,1,2,2,3,4,2,4,3,2,3,3,2,3,3,3,3,4,2,2,2,3,2,3,2,3,4,4,4,4,4,4,3,4,4,3,2,3,4,3,4,4,4,4,4,4,4,4,3,1
4154,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,3,3,3,3,3,1,2,2,2,2,2,2,0
4155,2,2,1,2,2,1,1,2,1,3,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,3,2,3,3,2,3,3,2,2,2,3,2,4,4,3,4,3,4,4,3,4,4,2,0
4156,2,3,1,1,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,3,2,3,3,2,3,3,2,3,1,1,1,2,2,2,1
4157,2,2,3,3,2,1,1,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,4,2,4,2,3,2,2,3,4,2,4,2,2,2,3,3,2,0
4158,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,0
4159,3,2,2,1,3,1,1,3,2,1,3,2,3,2,2,1,2,2,2,2,2,1,4,1,2,2,2,1,3,2,1,3,3,3,3,2,3,3,2,2,3,3,4,2,3,3,3,2,1,2,2,4,3,2,0
4160,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,3,2,3,1,2,2,1,1,1,2,1,2,0
4161,4,2,3,4,3,1,1,2,3,3,3,2,4,2,3,3,3,2,3,2,2,2,3,2,3,2,2,3,2,2,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,2,4,3,3,4,2,3,3,1
4162,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,3,1,1,4,2,2,3,3,4,1,2,3,3,2,2,0
4163,3,3,3,3,3,2,1,3,2,3,2,4,3,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,2,1
4164,2,1,2,2,3,1,1,2,1,2,2,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,2,4,3,3,2,3,3,3,3,3,4,4,2,3,3,4,4,3,1,2,3,4,4,3,1
4165,2,3,1,1,4,4,1,2,2,2,3,1,3,2,2,2,3,2,3,2,2,2,2,1,3,2,2,2,4,2,4,3,4,3,3,3,3,4,3,3,2,4,4,3,4,2,4,4,4,3,3,2,3,3,1
4166,3,4,3,2,2,1,2,4,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,4,3,4,3,3,3,3,3,3,3,4,2,3,3,4,2,3,4,3,3,4,3,3,2,3,3,3,3,4,3,3,1
4167,3,2,3,2,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,4,3,3,2,3,2,2,4,3,4,4,3,4,3,3,4,4,4,3,2,3,2,4,3,3,4,4,4,4,4,4,1
4168,4,2,3,4,2,1,1,2,1,2,2,2,3,2,1,1,2,2,2,1,1,2,2,3,2,2,1,1,2,3,1,3,2,2,3,2,3,2,2,1,3,2,4,3,3,4,4,4,4,4,4,2,2,1,0
4169,3,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,3,2,1,2,3,1,4,2,2,2,3,3,4,3,3,3,3,2,2,2,0
4170,3,3,3,2,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,2,4,4,3,4,4,3,3,4,1
4171,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1,3,3,3,2,2,3,2,2,1,0
4172,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,3,1,3,2,2,1,3,1,3,2,2,2,2,2,3,0
4173,1,1,2,2,1,2,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,3,2,2,1,3,3,2,4,3,2,4,2,2,2,2,2,2,2,0
4174,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,3,2,2,3,3,1,3,2,3,3,2,2,2,2,4,1
4175,1,1,2,1,2,3,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,3,2,2,2,3,2,3,2,2,1,1,2,0
4176,4,3,4,3,4,1,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1
4177,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,3,1,3,3,1,2,1,1,1,2,2,1,0
4178,2,3,2,1,3,1,1,3,3,2,2,1,3,2,3,2,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,1,4,1,3,2,3,3,2,2,3,3,4,2,3,3,2,3,4,4,2,4,3,3,0
4179,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,3,3,1,3,1,1,3,3,3,2,0
4180,3,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,3,3,1,2,2,2,2,3,1,1,0
4181,3,4,3,4,3,2,2,2,3,4,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,2,2,3,1,3,3,3,3,3,3,4,2,2,4,3,2,1,2,4,3,3,2,2,1,2,1
4182,3,4,2,2,3,1,1,3,3,2,4,3,4,4,2,2,3,4,3,4,2,2,3,2,2,2,1,2,2,3,2,3,2,2,2,3,4,4,2,4,2,3,3,1,2,2,1,3,3,3,3,4,3,4,1
4183,3,4,3,3,2,2,1,3,3,3,2,2,2,3,3,3,1,2,1,3,2,3,2,2,2,2,2,3,1,3,3,2,3,3,3,2,3,2,3,3,2,3,3,1,3,2,2,4,3,2,3,3,2,2,1
4184,2,2,2,2,2,1,1,2,2,1,2,3,2,2,3,1,2,3,2,2,2,1,2,3,2,3,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,2,2,3,2,3,3,2,0
4185,1,1,1,1,2,2,2,1,3,2,2,2,2,1,3,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,3,2,3,3,2,2,2,1,3,1,3,3,3,3,3,3,3,1
4186,3,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,3,3,2,2,3,2,1,1,1,3,1,1,2,2,2,1,0
4187,3,2,3,2,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,3,2,2,3,3,3,2,3,1,2,3,3,2,3,3,3,3,4,3,2,0
4188,2,2,3,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,2,2,2,2,3,2,1,2,2,1,2,1,3,1,1,2,2,3,2,0
4189,3,2,1,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,1,1,2,2,4,3,3,3,3,2,3,3,3,4,2,3,2,1,2,2,3,2,3,2,2,2,2,2,0
4190,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,3,3,2,2,1,1,2,3,2,1,3,2,3,2,3,3,3,2,3,3,3,3,3,2,4,4,3,3,3,3,3,4,4,3,0
4191,4,4,3,4,4,1,1,4,4,4,4,3,4,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,1
4192,3,2,1,3,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,2,1,2,1,2,1,2,2,2,0
4193,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,3,1,2,2,2,3,2,2,2,2,2,1,1,1,1,0
4194,2,2,2,2,2,2,1,2,1,2,2,2,3,1,2,2,2,1,2,1,2,2,3,2,2,1,1,2,2,2,2,2,3,2,2,2,3,1,1,2,2,3,3,2,3,3,3,2,3,3,2,3,2,1,0
4195,3,3,4,4,3,3,1,3,3,3,3,3,1,3,3,4,2,3,3,4,2,3,3,2,1,2,2,3,2,3,2,3,2,2,3,2,3,3,4,4,2,2,2,2,3,3,3,2,2,3,2,2,3,2,1
4196,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,0
4197,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,2,3,1,1,1,1,1,1,1,1,0
4198,3,3,3,3,1,2,3,2,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,3,1,2,3,1,2,2,2,2,3,1,1,0
4199,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,1,1,1,1,1,1,0
4200,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,2,1,2,2,2,2,1,3,2,3,3,2,4,3,3,2,3,3,2,3,2,3,0
4201,4,4,4,3,4,1,1,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,2,4,3,4,4,4,3,4,4,4,1
4202,3,3,3,4,2,1,1,3,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,4,2,2,2,3,2,2,2,2,2,3,3,2,4,2,3,3,4,2,3,3,2,3,2,1
4203,2,3,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,3,2,2,1,2,3,2,1,2,1,2,2,1,2,3,2,3,1,3,3,3,1,4,1,3,2,2,1,2,1,3,1,1,3,3,3,1,0
4204,3,4,3,1,4,2,1,3,2,2,3,4,4,3,2,2,4,4,4,3,3,2,3,4,3,3,3,2,4,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4,3,4,4,3,4,4,3,4,4,1
4205,4,3,3,3,2,1,2,2,2,2,3,2,2,3,2,1,2,2,3,2,3,2,3,2,3,2,3,1,2,3,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,4,2,2,1,2,1
4206,3,2,3,2,2,1,2,2,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,3,4,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,2,2,1
4207,1,2,3,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,3,3,2,4,1,3,3,3,2,3,4,4,1
4208,3,2,1,2,4,2,1,4,2,4,3,4,4,3,3,3,4,3,3,3,2,3,2,3,4,3,3,3,3,3,3,4,4,4,3,3,4,3,3,2,4,4,4,4,3,4,4,4,4,3,4,3,3,4,1
4209,2,2,2,1,3,2,1,2,1,2,3,2,3,2,1,2,2,3,2,2,1,2,3,2,2,1,1,2,2,2,4,3,3,2,2,2,4,2,3,4,2,2,2,1,2,1,1,2,3,2,2,3,3,2,0
4211,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0
4212,3,2,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,2,3,2,3,2,2,3,2,2,4,3,2,1
4213,3,2,2,3,3,2,2,2,3,3,3,2,3,2,3,3,3,2,4,2,3,3,3,2,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,1
4214,2,2,1,2,2,1,2,2,1,1,1,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,3,3,3,3,2,3,2,2,3,3,2,1,0
4215,3,2,2,3,1,1,1,1,1,3,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,3,2,3,1,2,1,2,2,2,3,2,3,3,3,2,2,2,3,3,1,3,3,4,3,2,2,2,1
4216,1,1,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,3,4,2,3,2,3,4,3,2,2,3,2,1
4217,2,2,3,3,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,2,2,2,2,1,2,0
4218,4,4,4,4,4,2,1,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,3,3,2,4,4,3,4,3,3,2,1
